time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-09-23 07:00:05,2026-09-23T06:00:05.000,Ecclesiastical Insurance Office PLC,ELLA,BOA,Board appointment/change,Directorate change,8707V,17799962,136.25,,,,,,
2026-09-23 07:00:05,2026-09-23T06:00:05.000,Portmeirion Group PLC,PMP,MSC,Miscellaneous,Update on Proposed Name Change to Spode Group PLC ,8655V,17799967,51,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Aurrigo International PLC,AURR,IR,Interim results,Interim results for the six months to 30 June 2026,8786V,17799914,121.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Nexus Infrastructure PLC,NEXS,TST,Trading statement,Pre-close Trading update and Board change,8795V,17799915,103,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Savannah Resources PLC,SAV,ROI,Result of issue,Result of Accelerated Bookbuild and Subscription,9489V,17799916,5.82,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Globalworth Real Estate Inv Ltd,GWI,FUR,,Issue of Scrip Dividend Shares & Admission to AIM ,9491V,17799917,1.6,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Caledonia Mining Corporation PLC,CMCL,HOL,Holding(s) in company,Holding(s) in Company,8450V,17799918,1805,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,TruFin PLC,TRU,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,8531V,17799919,100.0,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Intercede Group PLC,IGP,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,8611V,17799920,119.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Johnson Service Group PLC,JSG,HOL,Holding(s) in company,Holding(s) in Company,8659V,17799922,136.8,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,First Property Group PLC,FPO,DSH,Director/PDMR shareholding,Share purchase by Associate & Director holding,8671V,17799923,14.75,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Target Healthcare REIT PLC,THRL,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,8673V,17799924,114,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,WPP PLC,WPP,BOA,Board appointment/change,Directorate change - CFO Succession,8690V,17799925,384.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Pearson PLC,PSON,BOA,Board appointment/change,Directorate change,8717V,17799926,1198,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Diageo PLC,DGE,BOA,Board appointment/change,Directorate change,8726V,17799928,1638.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Airtel Mobile Commerce N.V.,,ITF,,Airtel Mobile Commerce N.V. Intention to Float,9490V,17799936,,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Target Healthcare REIT PLC,THRL,MSC,Miscellaneous,Investor Presentation via Investor Meet Company,8333V,17799937,114,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Pharos Energy PLC,PHAR,IR,Interim results,2026 Interim Results,8734V,17799913,30.0,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Sherborne Investors (Guernsey)C Ltd,SIGC,IR,Interim results,Half-year Financial Report,8731V,17799910,30.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Cordiant Digital Infrastructure Ltd,CORD,TST,Trading statement,First Quarter Trading Update,8732V,17799911,126.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,B.P. Marsh & Partners PLC,BPM,NOR,Notice of results,Notice of HY Results and Investor Presentation,8400V,17799938,657,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Fermi Inc.,FRMI,NRA,,Fermi and TensorWave Agree to Extend Closing Date,8680V,17799958,4.995,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Bradda Head Lithium Ltd,BHL,NOA,Notice of AGM,Notice of 2026 Annual General Meeting,8513V,17799940,1.8,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Novacyt S.A.,NCYT,NOR,Notice of results,Notice of Results,8532V,17799941,42.4,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Workspace Group PLC,WKP,MSC,Miscellaneous,Block Listing Application,8543V,17799943,362,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Mendell Helium PLC,MDH,MSC,Miscellaneous,Rost 2-26 recent gas sample records 11.5% helium,8560V,17799944,4.7,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,NAHL Group PLC,NAH,NOR,Notice of results,Notice of Interim Results & Investor Presentation,8613V,17799945,36,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Tritax Big Box REIT plc,BBOX,MSC,Miscellaneous,1 million sq ft logistics facility and pre-let ,8643V,17799946,149,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,AstraZeneca PLC,AZN,MSC,Miscellaneous,Trixeo approved in EU for asthma,8647V,17799947,12672,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,ACG Metals Limited,ACG,NOA,Notice of AGM,2026 Annual General Meeting,8686V,17799948,1875,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Gelion PLC,GELN,MSC,Miscellaneous,Patents Update,8709V,17799949,14.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,McBride PLC,MCB,MSC,Miscellaneous,Redemption of B Shares,8710V,17799950,180.8,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Neoterra Group PLC,TERA,MSC,Miscellaneous,Extension of CCL Debt Facility,8718V,17799951,1.7,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Ondine Biomedical Inc.,OBI,MSC,Miscellaneous,Steriwave Deploys in 5 Southern Ontario Hospitals,8725V,17799952,10.75,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Orosur Mining Inc,OMI,MSC,Miscellaneous,Private Placement for Gross Proceeds up to C$14m,8733V,17799953,20.0,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Sovereign Metals Limited,SVML,NOA,Notice of AGM,Date of Annual General Meeting,8789V,17799954,26.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Berkeley Energia Limited,BKY,NOA,Notice of AGM,Date of Annual General Meeting ,8979V,17799955,26,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Boku Inc,BOKU,NRA,,Boku appoints Karim Ahmad as Chief Product Officer,7852V,17799956,123,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Potentially AI PLC,AGI,NRA,,Q&A with Company co-founder and app demonstration,8641V,17799957,5.25,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Seascape Energy Asia PLC,SEA,NOR,Notice of results,Notice of Results and Investor Presentation,8483V,17799939,97.8,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Greatland Resources Limited,GGP,NRA,,Corporate Presentation – September 2026 ,9494V,17799959,576.5,,,,,,
2026-09-23 07:00:04,2026-09-23T06:00:04.000,Arkadian Strategic Metals PLC,AKN,NRA,,Arkadian: US-Greenland deal may aid Motzfeldt,9495V,17799960,0.0116,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Tern PLC,TERN,ROI,Result of issue,Results of Open Offer and Total Voting Rights ,8656V,17799884,0.925,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,AEP Plantations PLC,AEP,POS,Change of position,Transaction in Own Shares,8658V,17799885,203,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Kavango Resources PLC,KAV,IR,Interim results,Unaudited Interim Results,8657V,17799886,0.7,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,BSF Enterprise PLC,BSFA,UPD,,Key US patent for ETSYL Technology ,8660V,17799887,0.95,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Beacon Energy PLC,BCE,UPD,,Update on well integrity & testing at Colle Santo,8663V,17799888,3.25,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Chapel Down Group PLC,CDGP,IR,Interim results,Unaudited results for the period ended 30/06/2026,8670V,17799889,46,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Lexington Gold Limited,LEX,IR,Interim results,Interim Results,8675V,17799890,2.65,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Aminex PLC,AEX,UPD,,Ntorya Operations Update,8676V,17799891,1.95,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Renishaw PLC,RSW,FR,Final results,Final Results,8669V,17799892,5535,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Plus500 Limited,PLUS,POS,Change of position,Transaction in Own Shares,8677V,17799893,3528,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,PetroTal Corp.,PTAL,UPD,,Bretana Development Drilling Resumes,8678V,17799894,29.5,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Gresham House Energy Storage Fund,GRID,IR,Interim results,Interim Results for period ended 30 June 2026,8679V,17799895,96.8,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,InterContinental Hotels Group PLC,IHG,POS,Change of position,Transaction in Own Shares,8681V,17799896,154.1,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Andrews Sykes Group PLC,ASY,IR,Interim results,Half-year Report,8682V,17799897,540.0,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Pantheon Infrastructure PLC,PINT,IR,Interim results,Half-year Report,8689V,17799898,116.6,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Portmeirion Group PLC,PMP,IR,Interim results,Interim Results For Six Months Ended 30 June 2026,8650V,17799883,51,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,CT Healthcare Trust PLC,CTHT,POS,Change of position,Transaction in Own Shares,8649V,17799881,130.0,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,International Workplace Group PLC,IWG,POS,Change of position,Transaction in Own Shares,8645V,17799882,175.7,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Tungsten West PLC,TUN,AGR,,Strategic Tungsten Supply and Offtake Agreement,8695V,17799900,44.5,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Boku Inc,BOKU,IR,Interim results,Interim Results,8724V,17799909,123,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Zephyr Energy PLC,ZPHR,UPD,,Q2 non-operated production,8728V,17799908,3,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,BTG Consulting PLC,BTG,ACQ,Acquisition,Acquisition,8722V,17799907,114,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Great Western Mining Corp. plc,GWMO,DRL,Drilling/exploration,Completion of Drilling: Defender Tungsten Project,8712V,17799906,4,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Zinc Media Group PLC,ZIN,IR,Interim results,Interim results,8711V,17799905,56.5,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,AO World plc,AO.,POS,Change of position,Transaction in Own Shares,8704V,17799904,93.4,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Sylvania Platinum Limited,SLP,POS,Change of position,Share Buyback Update,8708V,17799903,98,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Metir PLC,MET,UPD,,PFAS Development and Commercial Update,8692V,17799899,0.675,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,AJ Bell PLC,AJB,POS,Change of position,Transaction in Own Shares,8729V,17799912,595,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Kooth PLC,KOO,IR,Interim results,Unaudited Half Year Results,8702V,17799901,176,,,,,,
2026-09-23 07:00:03,2026-09-23T06:00:03.000,Shuka Minerals PLC,SKA,DRL,Drilling/exploration,Kabwe Drilling (“KBDD01-05”) Results,8706V,17799902,3.8,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Nativo Resources Plc,NTVO,IOE,Issue of equity,Equity Subscription Update,8484V,17799849,0.39,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/nativo-resources--ntvo/equity-subscription-update/9785546
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Big Yellow Group PLC,BYG,DIS,Disposal,Disposal of Bracknell Industrial Estate ,8481V,17799848,830.0,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/big-yellow-group--byg/disposal-of-bracknell-industrial-estate-/9785545
2026-09-23 07:00:02,2026-09-23T06:00:02.000,CVC Income & Growth Limited,CVCE,IR,Interim results,2026 Interim Financial Report,8138V,17799847,1.08,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,MHA PLC,MHA,IOE,Issue of equity,MS UAE Completion Accounts & Issue of Equity,8373V,17799846,134,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/mha-plc--mha/ms-uae-completion-accounts-issue-of-equity/9785543
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Brown Advisory US Smaller Cos. PLC,BASC,FR,Final results,Annual Financial Report ,8452V,17799845,1572.5,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/brown-advisory-us-smaller-companies--basc/annual-financial-report-/9785544
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Axis Bank Limited,AXB,MSC,Miscellaneous,Update,9487V,17799844,64.3,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/axis-bank-limited--axb/update/9785540
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Rolls-Royce Holdings plc,RR.,POS,Change of position,Transaction in Own Shares,8041V,17799842,1481.8,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Ecclesiastical Insurance Office PLC,ELLA,IR,Interim results,Half-year Financial Report,8705V,17799831,136.25,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ecclesiastical-insurance-office-plc--ella/half-year-financial-report/9785528
2026-09-23 07:00:02,2026-09-23T06:00:02.000,GlobalData PLC,DATA,POS,Change of position,Transaction in Own Shares,8499V,17799851,60.0,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/globaldata--data/transaction-in-own-shares/9785547
2026-09-23 07:00:02,2026-09-23T06:00:02.000,SThree plc,STEM,POS,Change of position,Transaction in Own Shares & Rule 2.9 Announcement,8604V,17799870,305,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Partners Group Private Equity Ltd,PEY,POS,Change of position,Transaction in Own Shares,8524V,17799853,6.96,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Edinburgh Investment Trust PLC,EDIN,POS,Change of position,Transaction in Own Shares,8534V,17799854,842,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/edinburgh-inv-trust--edin/transaction-in-own-shares/9785551
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Patria Private Equity Trust PLC,PPET,POS,Change of position,Transaction in Own Shares,8544V,17799855,598,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/patria-private-equity-trust--ppet/transaction-in-own-shares/9785552
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Autins Group PLC,AUTG,AGM,AGM statement,AGM Trading Update,8546V,17799856,13,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Venture Life Group PLC,VLG,POS,Change of position,Transaction in Own Shares,8550V,17799857,68.2,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,SDI Group PLC,SDI,TST,Trading statement,AGM Trading Update,8558V,17799858,94,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Grafton Group PLC,GFTU,POS,Change of position,Transaction in Own Shares,8562V,17799859,982.1,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Baillie Gifford China Grwth TrstPLC,BGCG,IR,Interim results,Baillie Gifford China Growth Trust Interim Results,8571V,17799860,302,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Pantheon International PLC,PIN,POS,Change of position,Transaction in Own Shares,8572V,17799861,376,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Redcentric PLC,RCN,POS,Change of position,Transaction in Own Shares ,8584V,17799862,97.5,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,KRM22 PLC,KRM,CNT,,New Customer Contract,8586V,17799863,33,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Judges Scientific PLC,JDG,IR,Interim results,Interim Results,8587V,17799864,3790.0,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Ampeak Energy Limited,AMP,IR,Interim results,Interim Results ,8589V,17799865,2.3,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,Experian plc,EXPN,POS,Change of position,Transaction in Own Shares,8590V,17799866,2675,,,,,,
2026-09-23 07:00:02,2026-09-23T06:00:02.000,IMI PLC,IMI,POS,Change of position,Transaction in Own Shares,8594V,17799867,3108,,,,,,
