time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-08-05 09:57:22,2026-08-05T08:57:22.000,Onward Opportunities Limited,ONWD,DOC,,Publication of July 2026 Factsheet,3911P,17723877,124,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/onward-opportunities-limited-npv--onwd/publication-of-july-2026-factsheet/9706128
2026-08-05 09:45:51,2026-08-05T08:45:51.000,Gore Street Energy Storage Fund PLC,GSF,HOL,Holding(s) in company,Holding(s) in Company,3918P,17723796,46.5,-0.107,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/gore-street-energy-storage-fund--gsf/holding-s-in-company/9706047
2026-08-05 09:45:29,2026-08-05T08:45:29.000,Cropper(James) PLC,CRPR,NOA,Notice of AGM,Notice of AGM,3917P,17723795,425,3.659,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/cropper-james---crpr/notice-of-agm/9706046
2026-08-05 09:45:01,2026-08-05T08:45:01.000,Logistics Development Group PLC,LDG,HOL,Holding(s) in company,Holding(s) in Company,3823P,17723793,17.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/logistics-development-group--ldg/holding-s-in-company/9706044
2026-08-05 09:38:35,2026-08-05T08:38:35.000,Imperial Brands PLC,IMB,POS,Change of position,Transaction in Own Shares,3910P,17723789,2750.0,0.512,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/imperial-brands--imb/transaction-in-own-shares/9706039
2026-08-05 09:37:10,2026-08-05T08:37:10.000,Shell plc,SHEL,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,1256131-en,17723788,3327.5,0.181,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/gnw/shell--shel/director-pdmr-shareholding/9706040
2026-08-05 09:35:01,2026-08-05T08:35:01.000,Bunzl PLC,BNZL,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,3906P,17723784,2806,0.429,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/bunzl--bnzl/director-pdmr-shareholding/9706035
2026-08-05 09:32:28,2026-08-05T08:32:28.000,Lendinvest PLC,,NOA,Notice of AGM,Notice of AGM - Correction,3820P,17723780,,,,,,,
2026-08-05 09:28:42,2026-08-05T08:28:42.000,Vp PLC,VP.,DSH,Director/PDMR shareholding,Grant of SAYE Options and PDMR Dealing,3819P,17723775,470.5,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/vp--vp./grant-of-saye-options-and-pdmr-dealing/9706022
2026-08-05 09:25:10,2026-08-05T08:25:10.000,SThree plc,STEM,HOL,Holding(s) in company,Holding(s) in Company,3815P,17723771,270.5,1.883,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/sthree--stem/holding-s-in-company/9706016
2026-08-05 09:22:00,2026-08-05T08:22:00.000,Rightmove Plc,RMV,HOL,Holding(s) in company,Holding(s) in Company,60805-4442,17723769,475.3,0.105,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/rightmove--rmv/holding-s-in-company/9706014
2026-08-05 09:20:21,2026-08-05T08:20:21.000,RSA Insurance Group Limited,,IR,Interim results,Half-year Financial Report,3805P,17723765,,,,,,,
2026-08-05 09:05:36,2026-08-05T08:05:36.000,Turkiye Garanti Bankasi A.S.,,MSCL,,Turkiye Garanti Bankasi A.S.: CMB Approval for Bond Issuance to Foreign Markets,2377876_en,17723759,,,,,,,
2026-08-05 09:03:22,2026-08-05T08:03:22.000,GCP Infrastructure Investments Ltd,GCP,POS,Change of position,Transaction in Own Shares,2769P,17723755,84,0.478,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/gcp-infrastructure-investments-ltd--gcp/transaction-in-own-shares/9705999
2026-08-05 09:03:06,2026-08-05T08:03:06.000,Turkiye Garanti Bankasi A.S.,,MSCL,,Turkiye Garanti Bankasi A.S.: CMB Approval for Bond Issuance to Foreign Markets,2377868_en,17723756,,,,,,,
2026-08-05 09:00:00,2026-08-05T08:00:00.000,Supermarket Income REIT PLC,SUPR,ADM,,Admission of Further Securities to Trading,3793P,17723754,87.5,0.923,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/supermarket-income-reit--supr/admission-of-further-securities-to-trading/9705996
2026-08-05 08:58:59,2026-08-05T07:58:59.000,IQE PLC,IQE,DSH,Director/PDMR shareholding,IQE plc: Director/PDMR Shareholding,3798P,17723753,43.05,-3.906,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/iqe--iqe/iqe-plc-director-pdmr-shareholding/9705995
2026-08-05 08:36:31,2026-08-05T07:36:31.000,Cropper(James) PLC,CRPR,HOL,Holding(s) in company,Holding(s) in Company,3786P,17723666,425,3.659,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/cropper-james---crpr/holding-s-in-company/9705907
2026-08-05 08:35:00,2026-08-05T07:35:00.000,Everplay Group plc,EVPL,HOL,Holding(s) in company,Holdings in Company,3709P,17723665,231.5,0.434,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/everplay-group-plc--evpl/holdings-in-company/9705906
2026-08-05 08:14:23,2026-08-05T07:14:23.000,Reckitt Benckiser Group PLC,RKT,TEN,,Tender Offer,3707P,17723660,5336,1.214,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/reckitt-benckiser-group--rkt/tender-offer/9705896
2026-08-05 08:01:06,2026-08-05T07:01:06.000,Ringkjøbing Landbobank A/S,0RPR,MSCL,,Correction: Upward adjustment of expectations for 2026,1256094-en,17723457,614,,,,,,
2026-08-05 08:00:00,2026-08-05T07:00:00.000,Quantum Data Energy PLC,QDE,MSC,Miscellaneous,Update on Restoration of Listing and Share Trading,2917P,17723450,1.2,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/quantum-data-energy-plc--qde/update-on-restoration-of-listing-and-share-trading/9705685
2026-08-05 07:32:20,2026-08-05T06:32:20.000,Vaalco Energy Inc,EGY,UPD,,Operational Update ,3686P,17723425,405,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/vaalco-energy-inc-di---egy/operational-update-/9705656
2026-08-05 07:30:38,2026-08-05T06:30:38.000,Banco Santander S.A.,BNC,FUR,,Approvals and expected Webster acquisition closing,3684P,17723423,1092,1.299,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/banco-santander-s-a---bnc/approvals-and-expected-webster-acquisition-closing/9705655
2026-08-05 07:07:40,2026-08-05T06:07:40.000,Air Astana JSC,AIRA,IR,Interim results,Q2 and Half Year 2026 Results,3683P,17722908,5.9,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/air-astana--aira/q2-and-half-year-2026-results/9705141
2026-08-05 07:06:04,2026-08-05T06:06:04.000,Victoria PLC,VCP,IOE,Issue of equity,Issue of Equity and Total Voting Rights,3682P,17722907,63,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/victoria--vcp/issue-of-equity-and-total-voting-rights/9705140
2026-08-05 07:04:18,2026-08-05T06:04:18.000,Andrada Mining Limited,ATM,UPD,,NaCC Approval for Brandberg West earn-in agreement,3681P,17722906,3.9,1.299,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/andrada-mining-limited-npv--atm/nacc-approval-for-brandberg-west-earn-in-agreement/9705137
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Nexteq PLC,NXQ,HOL,Holding(s) in company,Notification of major holdings,2913P,17722649,49.5,3.125,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/nexteq--nxq/notification-of-major-holdings/9704887
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Rainbow Rare Earths Limited,RBW,BOA,Board appointment/change,Board and Senior Management Appointments,2895P,17722648,21.25,-1.163,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/rainbow-rare-earths-limited-npv--rbw/board-and-senior-management-appointments/9704885
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Nexteq PLC,NXQ,HOL,Holding(s) in company,Notification of major holdings,2914P,17722650,49.5,3.125,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/nexteq--nxq/notification-of-major-holdings/9704887
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Potentially AI PLC,AGI,MSC,Miscellaneous,"Potentially AI to Launch with 10,000 Free Licences",2907P,17722677,6.85,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/potentially-ai-plc--agi/potentially-ai-to-launch-with-10-000-free-licences/9704914
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Schroder Real Estate Inv Trst Ld,SREI,DIV,Dividend declaration,Dividend Declaration,3017P,17722655,43.35,0.347,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-real-estate-investment-trust-ltd--srei/dividend-declaration/9704892
2026-08-05 07:00:06,2026-08-05T06:00:06.000,SysGroup PLC,SYS,NOA,Notice of AGM,Notice of AGM and Publication of Accounts ,2542P,17722659,32.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/sysgroup--sys/notice-of-agm-and-publication-of-accounts-/9704897
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Gresham House Renewable EnergyVCT1,GV1O,NOG,,Circular Publication and Notice of General Meeting,2582P,17722661,5.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/gresham-house-renewable-energy-vct-1--gv1o/circular-publication-and-notice-of-general-meeting/9704898
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Gresham House Renewable EnergyVCT2,GV2O,NOG,,Circular Publication and Notice of General Meeting,2590P,17722662,5.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/gresham-house-renewable-energy-vct-2--gv2o/circular-publication-and-notice-of-general-meeting/9704899
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Sabre Insurance Group PLC,SBRE,MSC,Miscellaneous,Completion of Buyback Programme,2609P,17722663,177,1.143,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/sabre-insurance-group--sbre/completion-of-buyback-programme/9704900
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Trafalgar Minerals PLC,TRAF,CAN,,Confirmation of Name Change to Trafalgar Minerals,2670P,17722665,22.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/trafalgar-property-group--traf/confirmation-of-name-change-to-trafalgar-minerals/9704902
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Winking Studios Limited,WKS,NOR,Notice of results,Notice of Results & Investor Presentation,2692P,17722666,14.25,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/winking-studios-limited--wks/notice-of-results-investor-presentation/9704903
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Avon Technologies Plc,AVON,MSC,Miscellaneous,European NATO Respiratory System Upgrade Order,2719P,17722667,1830.0,2.809,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/avon-technologies-plc--avon/european-nato-respiratory-system-upgrade-order/9704904
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Target Healthcare REIT PLC,THRL,MSC,Miscellaneous,"Net Asset Value, Corporate Update & Dividend",2771P,17722668,114,0.176,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/target-healthcare-reit-ltd--thrl/net-asset-value-corporate-update-dividend/9704905
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Metals Exploration PLC,MTL,MSC,Miscellaneous,"PDMR Dealings, Exercise of Warrants, and TVR",2820P,17722669,12.85,1.181,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/metals-exploration--mtl/pdmr-dealings-exercise-of-warrants-and-tvr/9704906
2026-08-05 07:00:06,2026-08-05T06:00:06.000,C&C Group Plc,CCR,MSC,Miscellaneous,Notice of Capital Markets Day,2823P,17722670,99.2,-0.502,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/c-c-group-cdi---ccr/notice-of-capital-markets-day/9704907
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Angus Energy PLC,ANGS,MSC,Miscellaneous,Annual Maintenance Shutdown Completion,2837P,17722671,0.19,2.703,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/angus-energy--angs/annual-maintenance-shutdown-completion/9704908
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Lords Group Trading PLC,LORD,MSC,Miscellaneous,Block Admission Update,2878P,17722672,13.125,-0.943,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/lords-group-trading--lord/block-admission-update/9704909
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Electric Guitar PLC,ELEG,MSC,Miscellaneous,Revised option to acquire assets in Oklahoma,2892P,17722673,0.075,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/electric-guitar--eleg/revised-option-to-acquire-assets-in-oklahoma/9704910
2026-08-05 07:00:06,2026-08-05T06:00:06.000,TPXimpact Holdings PLC,TPX,NOA,Notice of AGM,Notice of AGM,2893P,17722674,69.25,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/tpximpact-holdings--tpx/notice-of-agm/9704911
2026-08-05 07:00:06,2026-08-05T06:00:06.000,BATM Advanced Communications Ld,BVC,MSC,Miscellaneous,First Order for Tactical Encryption Platform,2904P,17722675,12.75,-1.163,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/batm-advanced-communications-ltd---bvc/first-order-for-tactical-encryption-platform/9704912
2026-08-05 07:00:06,2026-08-05T06:00:06.000,London BTC Company Limited,BTC,MSC,Miscellaneous,Gold Assays Return up to 143.1 g/t in Nevada USA,2906P,17722676,1.65,13.793,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/london-btc-company-limited--btc/gold-assays-return-up-to-143-1-g-t-in-nevada-usa/9704913
2026-08-05 07:00:06,2026-08-05T06:00:06.000,RTW Biotech Opportunities Ltd,RTW,PFU,Portfolio update,Obsidian Therapeutics merges with Galera,2927P,17722652,2.48,0.0,,,,,
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Marechale Capital PLC,MAC,NRA,,Blubird Launches 2nd Generation Token Platform,2882P,17722683,5.5,9.453,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/marechale-capital--mac/blubird-launches-2nd-generation-token-platform/9704920
2026-08-05 07:00:06,2026-08-05T06:00:06.000,RM Capital Markets Limited,,NRA,,RM Funds Launches UK Community Pharmacy Platform,2760P,17722682,,,,,,,
2026-08-05 07:00:06,2026-08-05T06:00:06.000,JPMorgan China Growth & Income PLC,JCGI,NRA,,Kepler Trust Intelligence: New Research,2642P,17722681,277.5,1.277,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/jpmorgan-china-growth-income--jcgi/kepler-trust-intelligence-new-research/9704918
2026-08-05 07:00:06,2026-08-05T06:00:06.000,1947 Oil & Gas PLC,,EFN,,Confirmation of Intention to Float on AIM ,2765P,17722680,,,,,,,
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Union Jack Oil PLC,UJO,MSC,Miscellaneous,Disclosure under Rule 2.10(a),2919P,17722679,3.55,-1.389,,,,,
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Ferrexpo PLC,FXPO,MSC,Miscellaneous,"Update on vessel incident, logistics & operations",2926P,17722678,28.58,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ferrexpo--fxpo/update-on-vessel-incident-logistics-operations/9704916
2026-08-05 07:00:06,2026-08-05T06:00:06.000,Seraphim Space Investment Trust PLC,SSIT,NRA,,SpaceTech Sector Newsletter - July 2026,2903P,17722684,186,8.14,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/seraphim-space-investment-trust--ssit/spacetech-sector-newsletter-july-2026/9704921
2026-08-05 07:00:05,2026-08-05T06:00:05.000,EKF Diagnostics Holdings PLC,EKF,POS,Change of position,Share Buyback ,2931P,17722634,25.65,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ekf-diagnostics-holdings--ekf/share-buyback-/9704871
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Schroder Real Estate Inv Trst Ld,SREI,STR,Strategy/company update,NAV update for the quarter to 30 June 2026,3019P,17722635,43.35,0.347,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroder-real-estate-investment-trust-ltd--srei/nav-update-for-the-quarter-to-30-june-2026/9704872
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Asiamet Resources Limited,ARS,UPD,,Update on Proposed Sale of Indokal (KSK Project),3677P,17722636,1.475,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/asiamet-resources-limited-di---ars/update-on-proposed-sale-of-indokal-ksk-project-/9704873
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Bytes Technology Group PLC,BYIT,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,2713P,17722637,411.8,0.882,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/bytes-technology-group--byit/director-pdmr-shareholding/9704874
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Hargreaves Services PLC,HSP,DSH,Director/PDMR shareholding,PDMR Shareholding ,2723P,17722638,820.0,1.737,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hargreaves-services--hsp/pdmr-shareholding-/9704875
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Beazley PLC,BEZ,IR,Interim results,Beazley plc results for period ended 30 June 2026,2924P,17722633,1291,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/beazley--bez/beazley-plc-results-for-period-ended-30-june-2026/9704869
2026-08-05 07:00:05,2026-08-05T06:00:05.000,capAI PLC,CPAI,IOE,Issue of equity,Fundraise,2928P,17722632,0.513,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/capai-plc--cpai/fundraise/9704870
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Mendell Helium PLC,MDH,UPD,,"Rost 1-26, Rost 2-26 and Brobee Operations Update ",2921P,17722631,4.6,4.545,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/mendell-helium-plc--mdh/rost-1-26-rost-2-26-and-brobee-operations-update-/9704868
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Shawbrook Group PLC,SHAW,IR,Interim results,Interim Report for the period ended 30 June 2026,2920P,17722630,331.5,-1.045,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/shawbrook-group-plc--shaw/interim-report-for-the-period-ended-30-june-2026/9704867
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Quantum Data Energy PLC,QDE,FR,Final results,Annual Financial Report ,2910P,17722629,1.2,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/quantum-data-energy-plc--qde/annual-financial-report-/9704865
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Property Franchise Group PLC (The),TPFG,TST,Trading statement,Half Year Trading Update and Notice of Results,2918P,17722628,457.5,3.39,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/property-franchise-group--tpfg/half-year-trading-update-and-notice-of-results/9704866
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Coca-Cola HBC AG,CCH,IR,Interim results,Volume-led H1 supports upgraded 2026 guidance,2888P,17722619,5025,4.123,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/coca-cola-hbc-ag-cdi---cch/volume-led-h1-supports-upgraded-2026-guidance/9704855
2026-08-05 07:00:05,2026-08-05T06:00:05.000,AO World plc,AO.,POS,Change of position,Transaction in Own Shares,2891P,17722621,98,0.927,,,,,
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Keystone Law Group PLC,KEYS,HOL,Holding(s) in company,Holdings in Company,2887P,17722646,550.0,0.365,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/keystone-law-group--keys/holdings-in-company/9704883
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Chemring Group PLC,CHG,HOL,Holding(s) in company,Holding(s) in Company (Updated),2885P,17722645,627.5,2.282,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/chemring-group--chg/holding-s-in-company-updated-/9704882
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Redcentric PLC,RCN,DSH,Director/PDMR shareholding,Director/PDMR Shareholdings,2880P,17722644,99.5,-0.5,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/redcentric--rcn/director-pdmr-shareholdings/9704881
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Malvern International PLC,MLVN,BOA,Board appointment/change,Board Change,2850P,17722643,21.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/malvern-international--mlvn/board-change/9704880
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Chemring Group PLC,CHG,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,2889P,17722647,627.5,2.282,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/chemring-group--chg/director-pdmr-shareholding/9704884
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Metals Exploration PLC,MTL,HOL,Holding(s) in company,TR-1: Notification of major holdings ,2818P,17722641,12.85,1.181,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/metals-exploration--mtl/tr-1-notification-of-major-holdings-/9704878
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Peel Hunt Limited,PEEL,DSH,Director/PDMR shareholding,Notification of transactions by PDMRs,2815P,17722640,98,1.031,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/peel-hunt-limited-npv--peel/notification-of-transactions-by-pdmrs/9704877
2026-08-05 07:00:05,2026-08-05T06:00:05.000,Redcentric PLC,RCN,HOL,Holding(s) in company,Notification of Major Holdings,2741P,17722639,99.5,-0.5,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/redcentric--rcn/notification-of-major-holdings/9704876
2026-08-05 07:00:05,2026-08-05T06:00:05.000,SEEEN PLC,SEEN,HOL,Holding(s) in company,Holding(s) in Company,2844P,17722642,4.25,-5.556,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/seeen--seen/holding-s-in-company/9704879
2026-08-05 07:00:04,2026-08-05T06:00:04.000,Orosur Mining Inc,OMI,DRL,Drilling/exploration,Extension of Pepas West ,2830P,17722608,14.85,2.414,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/orosur-mining-inc--omi/extension-of-pepas-west-/9704839
2026-08-05 07:00:04,2026-08-05T06:00:04.000,ECR Minerals PLC,ECR,UPD,,Maddens and Brothers advances to gold production,2841P,17722607,0.2,8.108,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ecr-minerals--ecr/maddens-and-brothers-advances-to-gold-production/9704845
