time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-08-20 16:03:35,2026-08-20T15:03:35.000,Baillie Gifford European Growth Tst,BGEU,HOL,Holding(s) in company,Holding(s) in Company,5682R,17749460,122.5,0.41,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/baillie-gifford-european-growth-trust--bgeu/holding-s-in-company/9732828
2026-08-20 16:00:01,2026-08-20T15:00:01.000,Tesco PLC,TSCO,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,5658R,17749459,446.9,-0.335,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/tesco--tsco/director-pdmr-shareholding/9732824
2026-08-20 15:58:54,2026-08-20T14:58:54.000,Ringkjøbing Landbobank A/S,0RPR,MSCL,,Ringkjøbing Landbobank issues Tier 2 capital,1258576-en,17749458,614,,,,,,
2026-08-20 15:56:00,2026-08-20T14:56:00.000,BH Macro Limited,BHMG,STR,Strategy/company update,Monthly Shareholder Report - July 2026,60820-0290,17749456,425,-0.235,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/bh-macro-ltd-gbp-shares--bhmg/monthly-shareholder-report-july-2026/9732825
2026-08-20 15:45:00,2026-08-20T14:45:00.000,Nomad Compute Plc,,BOA,Board appointment/change,Directorate change,60820-0281,17749453,,,,,,,
2026-08-20 15:43:35,2026-08-20T14:43:35.000,Harworth Group PLC,HWG,UPD,,Update on data centre pipeline: Re-issue,5557R,17749451,181.4,0.443,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/harworth-group--hwg/update-on-data-centre-pipeline-re-issue/9732819
2026-08-20 15:34:00,2026-08-20T14:34:00.000,Deutsche Bank AG,,MSCL,,Value Per Security,0820667690,17749446,,,,,,,
2026-08-20 15:33:10,2026-08-20T14:33:10.000,Leverage Shares PLC,,MSC,Miscellaneous,Intraday Rebalance - 3x Long Moderna (MRNA),5671R,17749444,,,,,,,
2026-08-20 15:30:00,2026-08-20T14:30:00.000,Bytes Technology Group PLC,BYIT,HOL,Holding(s) in company,Holding(s) in Company,5607R,17749439,413.8,-1.523,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/bytes-technology-group--byit/holding-s-in-company/9732807
2026-08-20 15:26:10,2026-08-20T14:26:10.000,Beazley PLC,BEZ,HOL,Holding(s) in company,Holding(s) in Company,5664R,17749436,1296.5,0.116,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/beazley--bez/holding-s-in-company/9732789
2026-08-20 15:24:28,2026-08-20T14:24:28.000,Guaranty Trust Holding Company PLC,GTCO,STR,Strategy/company update,Extension of Timeline For Release of  H1 Result,5663R,17749413,0.0998,5.053,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/guaranty-trust-holding-company-plc--gtco/extension-of-timeline-for-release-of-h1-result/9732781
2026-08-20 15:22:00,2026-08-20T14:22:00.000,Deutsche Bank AG,OXA2,MSCL,,Buy-Back of Securities,0820591713,17749412,,,,,,,
2026-08-20 15:21:14,2026-08-20T14:21:14.000,Tata Steel Limited,TTST,ACQ,Acquisition,Acquisition of equity stake in TMILL,5662R,17749410,19.15,-1.289,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/tata-steel-limited--ttst/acquisition-of-equity-stake-in-tmill/9732778
2026-08-20 15:20:56,2026-08-20T14:20:56.000,Irish Residential Properties REIT plc,0QT8,HOL,Holding(s) in company,Holding(s) in Company,2386524_en,17749411,1.092,0.738,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/eqs/irish-residential-properties-reit-p-irish-residential-properties-ord-shs--0qt8/holding-s-in-company/9732780
2026-08-20 15:20:00,2026-08-20T14:20:00.000,Octopus AIM VCT PLC,OOA,POS,Change of position,Purchase of Own Securities and Total Voting Rights,1258570-en,17749409,37.6,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/gnw/octopus-aim-vct--ooa/purchase-of-own-securities-and-total-voting-r-/9732777
2026-08-20 15:19:07,2026-08-20T14:19:07.000,Aberdeen Asian Income Fund Limited,AAIF,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,5661R,17749388,308,-0.645,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/aberdeen-asian-income-fund-limited--aaif/director-pdmr-shareholding/9732756
2026-08-20 15:11:00,2026-08-20T14:11:00.000,Deutsche Bank AG,XGLD,MSCL,,Issuance of Securities,0821579912,17749383,428.27,-0.209,,,,,
2026-08-20 15:08:31,2026-08-20T14:08:31.000,Senior PLC,SNR,HOL,Holding(s) in company,Holding(s) in Company,5652R,17749381,294,0.17,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/senior--snr/holding-s-in-company/9732749
2026-08-20 15:07:30,2026-08-20T14:07:30.000,AIB Group PLC,AIBG,HOL,Holding(s) in company,Holding in Company,5650R,17749380,928,2.203,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/aib-group-cdi---aibg/holding-in-company/9732748
2026-08-20 15:02:25,2026-08-20T14:02:25.000,Knights Group Holdings PLC,KGH,HOL,Holding(s) in company,Holding(s) in Company,5646R,17749377,174,-0.571,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/knights-group-holdings--kgh/holding-s-in-company/9732743
2026-08-20 15:01:12,2026-08-20T14:01:12.000,Morgan Stanley Finance LLC,RE67,MSC,Miscellaneous,ISM - MSF- PARTIAL_RETIREMENT -20-08-2026,5644R,17749373,,,,,,,
2026-08-20 14:58:15,2026-08-20T13:58:15.000,Australia & New Zealand Banking Grp,SE77,PFT,,Publication of Final Terms,5639R,17749351,,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/australia-new-zealand-banking-group-ld--se77/publication-of-final-terms/9732718
2026-08-20 14:32:32,2026-08-20T13:32:32.000,Morgan Stanley B.V.,71LF,MSC,Miscellaneous,ISM_MSBV_EARLY REDEMPTION_20-08-2026,5617R,17749305,,,,,,,
2026-08-20 14:31:42,2026-08-20T13:31:42.000,Morgan Stanley & Co. Int'l plc,GJ03,MSC,Miscellaneous,ISM_MSIP_EARLY REDEMPTION_20-08-2026,5615R,17749303,,,,,,,
2026-08-20 14:30:28,2026-08-20T13:30:28.000,Morgan Stanley Europe SE,DO72,MSC,Miscellaneous,ISM_MSESE_EARLY REDEMPTION_20-08-2026,5613R,17749301,,,,,,,
2026-08-20 14:30:00,2026-08-20T13:30:00.000,AB Dynamics PLC,ABDP,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,5559R,17749298,807,3.329,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ab-dynamics--abdp/director-pdmr-shareholding/9732660
2026-08-20 14:24:00,2026-08-20T13:24:00.000,The Lindsell Train Investment Trust plc,LTI,MSCL,,Monthly Report as at 31 July 2026,60820-0224,17749294,5.6,-1.754,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/lindsell-train-inv-trust--lti/monthly-report-as-at-31-july-2026/9732656
2026-08-20 14:11:25,2026-08-20T13:11:25.000,Admiral Group PLC,ADM,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,1258560-en,17749272,3900.0,0.257,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/gnw/admiral-group--adm/director-pdmr-shareholding/9732632
2026-08-20 14:00:52,2026-08-20T13:00:52.000,JTC PLC,JTC,HOL,Holding(s) in company,Holding(s) in Company,5577R,17749256,1339,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/jtc--jtc/holding-s-in-company/9732613
2026-08-20 14:00:00,2026-08-20T13:00:00.000,Sintana Energy Inc,SEI,UPD,,Portfolio Update – Strategic Investment,5282R,17749253,22.25,1.136,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/sintana-energy-inc---sei/portfolio-update-strategic-investment/9732611
2026-08-20 14:00:00,2026-08-20T13:00:00.000,Ninety One PLC,N91,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,5069R,17749254,217.6,-0.73,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ninety-one--n91/director-pdmr-shareholding/9732612
2026-08-20 13:37:06,2026-08-20T12:37:06.000,ICG Enterprise Trust PLC,ICGT,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,1258552-en,17749238,1490.0,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/gnw/icg-enterprise-trust--icgt/director-pdmr-shareholding/9732597
2026-08-20 13:04:59,2026-08-20T12:04:59.000,Galantas Gold Corporation,GAL,MSC,Miscellaneous,Key Permit Approval for Andacollo ,5454R,17749116,26.5,12.766,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/galantas-gold-corp---gal/key-permit-approval-for-andacollo-/9732469
2026-08-20 13:02:38,2026-08-20T12:02:38.000,Costain Group PLC,COST,HOL,Holding(s) in company,Holding(s) in Company,5450R,17749111,222.5,-1.33,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/costain-group--cost/holding-s-in-company/9732464
2026-08-20 13:00:01,2026-08-20T12:00:01.000,Ittihad Intnl. Investment LLC,,NRA,,Ittihad EBITDA Up 37% Amid Regional Disruption,5375R,17749105,,,,,,,
2026-08-20 12:51:05,2026-08-20T11:51:05.000,iShares Digital Assets AG,,PFT,,Final Terms iShares Digital Assets AG- 20/08/2026,5433R,17749089,,,,,,,
2026-08-20 12:50:15,2026-08-20T11:50:15.000,Amundi Physical Metals plc,GLDA,PFT,,Amundi Physical Metals plc: UK Final Terms,2386428_en,17749088,13092.75,0.305,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/eqs/amundi-physical-metals-plc--glda/amundi-physical-metals-plc-uk-final-terms/9732440
2026-08-20 12:45:26,2026-08-20T11:45:26.000,Amundi Physical Metals plc,GLDA,PFT,,Amundi Physical Metals plc: Final Terms,2386424_en,17749083,13092.75,0.305,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/eqs/amundi-physical-metals-plc--glda/amundi-physical-metals-plc-final-terms/9732436
2026-08-20 12:32:17,2026-08-20T11:32:17.000,R8 Capital Investments PLC,MODE,UPD,,Pre-AGM Fundraising Update,5410R,17749062,0.35,-41.667,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/mode-global-holdings--mode/pre-agm-fundraising-update/9732414
2026-08-20 12:23:08,2026-08-20T11:23:08.000,Victrex PLC,VCT,HOL,Holding(s) in company,Holding(s) in Company,5394R,17749045,814,-2.398,,,,,
2026-08-20 12:12:00,2026-08-20T11:12:00.000,Deutsche Bank AG,,MSCL,,Important notice to Shareholders of DB ETC plc - Interim Financial Statements,0820476915,17749026,,,,,,,
2026-08-20 12:05:18,2026-08-20T11:05:18.000,Puma AIM VCT PLC,PAIM,PSP,,Issue of Supplementary Prospectus,5358R,17748997,90.0,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/puma-aim-vct-plc--paim/issue-of-supplementary-prospectus/9732340
2026-08-20 12:02:09,2026-08-20T11:02:09.000,Boston Mayflower Finance PLC,90IY,ACS,,LHP Annual Financial Report 2026,5350R,17748992,,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/boston-mayflower-finance-plc--90iy/lhp-annual-financial-report-2026/9732336
2026-08-20 11:53:10,2026-08-20T10:53:10.000,Schroder Real Estate Inv Trst Ld,SREI,STR,Strategy/company update,Fund Manager Appointment,5331R,17748968,43.7,-1.908,,,,,
