time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-09-11 07:01:01,2026-09-11T06:01:01.000,International Public Partnerships,INPP,POS,Change of position,Transaction in Own Shares,3211U,17782057,138,,,,,,
2026-09-11 07:01:01,2026-09-11T06:01:01.000,RTW Biotech Opportunities Ltd,RTW,POS,Change of position,Transaction in Own Shares,3139U,17782056,2.36,,,,,,
2026-09-11 07:01:01,2026-09-11T06:01:01.000,VietNam Holding Limited,VNH,NRA,,White Papers Publication: Vietnam's Banking Sector,4035U,17782058,340.0,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,"Public Policy Holding Company, Inc.",PPHC,DIV,Dividend declaration,2026 Interim Dividend,3269U,17781792,815,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Barings Emerging EMEA Opportunities,BEMO,NRA,,QuotedData's In The HotSeat,3234U,17781824,872.5,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Renalytix PLC,RENX,DSH,Director/PDMR shareholding,CEO Share Purchase,3272U,17781793,5.6,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,International Public Partnerships,INPP,BOA,Board appointment/change,Director Change,4037U,17781801,138,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Dialight PLC,DIA,MSC,Miscellaneous,Employee Benefit Trust Share Purchase,0997U,17781802,568,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Gateley (Holdings) PLC,GTLY,NOA,Notice of AGM,Annual Report and Notice of AGM ,2333U,17781803,59.5,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Heathrow,,MSC,Miscellaneous,Business and traffic commentary Aug 2026,2924U,17781804,,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Ruffer Investment Company Limited,RICA,MSC,Miscellaneous,Management Fee Revision,3112U,17781805,301,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Wise Financing PLC,YX61,DOC,,Publication of supplementary admission particulars,3203U,17781806,96.47,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Ruffer Investment Company Limited,RICA,DOC,,Monthly Investment Report - August 2026,3125U,17781808,301,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,M Winkworth Plc,WINK,NOR,Notice of results,Notice of Results and Investor Presentation,3176U,17781809,172.5,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Bridgepoint Group plc,BPT,CIR,Circular,Publication of Circular,3252U,17781810,294.4,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,ACG Metals Limited,ACG,MSC,Miscellaneous,Block Admission Application,3208U,17781811,2000.0,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Trainline PLC,TRN,MSC,Miscellaneous,Announcement of share repurchase programme,3257U,17781813,190.0,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,CT Automotive Group PLC,CTA,NOR,Notice of results,Notice of Results and Investor Presentation,3290U,17781814,33,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Sage Group PLC (The),SGE,MSC,Miscellaneous,Notice of redemption and cancellation of listing,3281U,17781815,979.8,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Buccaneer Energy PLC,BUCE,NRA,,CEO Interview: Buccaneer's European Gas Plan,3184U,17781816,0.0095,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Everplay Group plc,EVPL,MSC,Miscellaneous,Wardogs passes one million copies sold,4040U,17781817,293,,,,,,
2026-09-11 07:00:04,2026-09-11T06:00:04.000,Harena Rare Earths PLC,HREE,NRA,,Conference Participation and New Presentation,3206U,17781818,2.68,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,India Capital Growth Fund Limited,IGC,POS,Change of position,Transaction in Own Shares and Total Voting Rights,3233U,17781761,178.5,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,Glencore PLC,GLEN,POS,Change of position,Transaction in Own Shares,3244U,17781763,599.7,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,Partners Group Private Equity Ltd,PEY,STR,Strategy/company update,NAV per share increased by 0.1% in July ,4015U,17781784,7.28,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,SThree plc,STEM,POS,Change of position,Transaction in Own Shares & Rule 2.9 Announcement,3248U,17781765,294.5,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,InterContinental Hotels Group PLC,IHG,POS,Change of position,Transaction in Own Shares,3239U,17781766,152.35,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,Built Cybernetics PLC,BUC,DIS,Disposal,Partial disposal of Aukett + Heese Frankfurt GmbH,3245U,17781767,1.9,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,Supermarket Income REIT PLC,SUPR,ACQ,Acquisition,Acquisition of six new assets,3261U,17781769,82.2,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,Plus500 Limited,PLUS,POS,Change of position,Transaction in Own Shares,3263U,17781770,3590.0,,,,,,
2026-09-11 07:00:03,2026-09-11T06:00:03.000,Kore Potash PLC,KP2,IR,Interim results,Financial Results for Half Year Ended 30 June 2026,3259U,17781771,3.64,,,,,,
