time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-09-08 08:06:32,2026-09-08T07:06:32.000,Societe Generale SA,IRSH,STA,,Stabilisation Notice-Orange SA,8463T,17776098,,,,,,,
2026-09-08 08:03:09,2026-09-08T07:03:09.000,Chesterfield Special Cylinders Hdgs,CSC,HOL,Holding(s) in company,Holding(s) in Company,8461T,17776049,37,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/chesterfield-special-cylinders-holdings-plc--csc/holding-s-in-company/9760669
2026-09-08 08:00:54,2026-09-08T07:00:54.000,JSC Halyk Bank,HSBK,MSC,Miscellaneous,S&P Global Ratings revises outlook to Positive,8459T,17775985,34.45,1.324,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/jsc-halyk-bank--37qb/s-p-global-ratings-revises-outlook-to-positive/9760595
2026-09-08 08:00:00,2026-09-08T07:00:00.000,Headlam Group PLC,HEAD,MSC,Miscellaneous,"Administrator Appointment, Trading & Board Changes",7569T,17775984,10.5,,,[enrichment failed: HTTP Error 403: Forbidden],,,https://www.investegate.co.uk/announcement/rns/headlam-group--head/administrator-appointment-trading-board-changes/9760592
2026-09-08 07:58:37,2026-09-08T06:58:37.000,Capital Metals PLC,CMET,FR,Final results,Final Results for the Year Ended 31 March 2026,8452T,17775980,3.9,-1.266,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/capital-metals--cmet/final-results-for-the-year-ended-31-march-2026/9760588
2026-09-08 07:30:00,2026-09-08T06:30:00.000,Bravura Solutions Limited,BVS,BOA,Board appointment/change,Board Changes,8364T,17775921,161.5,,,,,,
2026-09-08 07:15:00,2026-09-08T06:15:00.000,Wellnex Life Limited,WNX,ROM,Result of meeting,Results of Meeting  ,8372T,17775876,5.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/wellnex-life-limited--wnx/results-of-meeting-/9760481
2026-09-08 07:05:00,2026-09-08T06:05:00.000,Old Mutual Limited,OMU,BOA,Board appointment/change,Appointment of CFO Designate ,8363T,17775482,58.8,-2,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/old-mutual-limited-npv-di---omu/appointment-of-cfo-designate-/9760065
2026-09-08 07:04:00,2026-09-08T06:04:00.000,Fidelity European Trust Plc,FEV,PFU,Portfolio update,Portfolio Managers' Update,60907-7378,17775480,434.5,-0.344,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/fidelity-european-trust--fev/portfolio-managers-update/9760086
2026-09-08 07:02:00,2026-09-08T06:02:00.000,Fidelity European Trust Plc,FEV,DIV,Dividend declaration,Dividend Declaration,60907-7376,17775459,434.5,-0.344,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/fidelity-european-trust--fev/dividend-declaration/9760054
2026-09-08 07:01:00,2026-09-08T06:01:00.000,Gaming Realms PLC,GMR,POS,Change of position,Transaction in Own Shares,7561T,17775434,29.6,-1.987,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/gaming-realms--gmr/transaction-in-own-shares/9760032
2026-09-08 07:00:06,2026-09-08T06:00:06.000,Partners Group Private Equity Ltd,PEY,POS,Change of position,Transaction in Own Shares,7461T,17775333,7.4,1.093,,,,,
2026-09-08 07:00:05,2026-09-08T06:00:05.000,Genflow Biosciences PLC,GENF,MSC,Miscellaneous,Primary Endpoint in SLAB Clinical Trial Met,7471T,17775306,2.55,3.659,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/genflow-biosciences--genf/primary-endpoint-in-slab-clinical-trial-met/9759932
2026-09-08 07:00:05,2026-09-08T06:00:05.000,Checkit PLC,CKT,MSC,Miscellaneous,Update on Formal Sale Process,7450T,17775304,21.5,2.381,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/checkit--ckt/update-on-formal-sale-process/9759931
2026-09-08 07:00:05,2026-09-08T06:00:05.000,Kooth PLC,KOO,NOR,Notice of results,Notice of Half Year Results,7436T,17775303,185.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/kooth--koo/notice-of-half-year-results/9759930
