time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-08-19 15:35:27,2026-08-19T14:35:27.000,GraniteShares Financial PLC,,CIR,Circular,3SMO - SOL3 - Early termination notice,3824R,17747279,,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/graniteshares-financial-plc--3smo/3smo-sol3-early-termination-notice/9730542
2026-08-19 15:35:00,2026-08-19T14:35:00.000,BlackRock Smaller Companies Trust Plc,BRSC,HOL,Holding(s) in company,Holding(s) in Company,60819-9710,17747280,275,-0.362,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/blackrock-smaller-companies-trust--brsc/holding-s-in-company/9730543
2026-08-19 15:32:16,2026-08-19T14:32:16.000,Cerillion PLC,CER,HOL,Holding(s) in company,TR-1 Notification,3823R,17747277,915,-0.109,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/cerillion--cer/tr-1-notification/9730540
2026-08-19 15:31:23,2026-08-19T14:31:23.000,Morgan Stanley Europe SE,DO72,MSC,Miscellaneous,ISM-MSESE- PARTIAL_RETIREMENT -19-08-2026,3822R,17747276,,,,,,,
2026-08-19 15:30:40,2026-08-19T14:30:40.000,Morgan Stanley Europe SE,DO72,MSC,Miscellaneous,ISM_MSESE_EARLY REDEMPTION_19-08-2026,3821R,17747275,,,,,,,
2026-08-19 15:29:11,2026-08-19T14:29:11.000,Caffyns PLC,CFYN,HOL,Holding(s) in company,Holding(s) in Company,3820R,17747273,450.0,12.5,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/caffyns--cfyn/holding-s-in-company/9730535
2026-08-19 15:26:57,2026-08-19T14:26:57.000,Morgan Stanley B.V.,71LF,MSC,Miscellaneous,ISM_MSBV_EARLY REDEMPTION_19-08-2026,3819R,17747269,,,,,,,
2026-08-19 15:25:52,2026-08-19T14:25:52.000,Wetherspoon (JD) PLC,JDW,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,3818R,17747267,822,1.607,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/wetherspoon-j-d---jdw/director-pdmr-shareholding/9730514
2026-08-19 15:22:42,2026-08-19T14:22:42.000,Wetherspoon (JD) PLC,JDW,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,3814R,17747247,822,1.607,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/wetherspoon-j-d---jdw/director-pdmr-shareholding/9730508
2026-08-19 15:18:06,2026-08-19T14:18:06.000,IMI PLC,IMI,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,3812R,17747223,2988,-2.033,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/imi--imi/director-pdmr-shareholding/9730485
