time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-08-21 12:06:44,2026-08-21T11:06:44.000,CT UK High Income Trust PLC,CHI,PFU,Portfolio update,Portfolio Update,7251R,17751256,122,2.521,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ct-uk-high-income-trust--chi/portfolio-update/9734689
2026-08-21 12:00:30,2026-08-21T11:00:30.000,Goldman Sachs ETF ICAV,,DIV,Dividend declaration,Dividend Declaration - Goldman Sachs ETF ICAV,7198R,17751230,,,,,,,
2026-08-21 12:00:00,2026-08-21T11:00:00.000,Hammerson PLC,HMSO,HOL,Holding(s) in company,Holding(s) in Company,6875R,17751223,379.2,1.12,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hammerson--hmso/holding-s-in-company/9734653
2026-08-21 11:57:56,2026-08-21T10:57:56.000,Schroders PLC,SDR,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,7211R,17751139,584,0.086,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroders--sdr/director-pdmr-shareholding/9734570
2026-08-21 11:57:45,2026-08-21T10:57:45.000,Schroders PLC,SDR,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,7027R,17751138,584,0.086,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroders--sdr/director-pdmr-shareholding/9734570
2026-08-21 11:57:34,2026-08-21T10:57:34.000,Schroders PLC,SDR,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,7210R,17751136,584,0.086,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/schroders--sdr/director-pdmr-shareholding/9734570
2026-08-21 11:33:45,2026-08-21T10:33:45.000,Hiscox Ltd,HSX,HOL,Holding(s) in company,TR-1: Standard form-notification of major holdings,6661R,17751072,1794,0.112,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hiscox-limited-di---hsx/tr-1-standard-form-notification-of-major-holdings/9734503
2026-08-21 11:30:00,2026-08-21T10:30:00.000,Natl.Grid Elec.Distrbtn.(Sth.West),37OQ,PDI,Price/dividend information,Publication of a Prospectus,7045R,17751056,,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/western-power-dist-south-west-plc--37oq/publication-of-a-prospectus/9734483
2026-08-21 11:22:37,2026-08-21T10:22:37.000,Meridian Mining plc,MNO,MSC,Miscellaneous,Application for Admission of Shares,7011R,17751019,89,3.73,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/meridian-mining-plc--mno/application-for-admission-of-shares/9734448
2026-08-21 11:21:10,2026-08-21T10:21:10.000,iShares Physical Metals Plc,,PFT,,Final Terms,7042R,17751014,,,,,,,
2026-08-21 11:20:36,2026-08-21T10:20:36.000,iShares Physical Metals Plc,,PFT,,Final Terms,7034R,17751011,,,,,,,
2026-08-21 11:19:17,2026-08-21T10:19:17.000,iShares Physical Metals Plc,,PFT,,Final Terms,7038R,17751008,,,,,,,
2026-08-21 11:17:57,2026-08-21T10:17:57.000,Santander UK Plc,SANB,ADM,,Admission to Trading,7032R,17751005,143.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/santander-uk-plc--sanb/admission-to-trading/9734433
2026-08-21 11:16:46,2026-08-21T10:16:46.000,Origin Enterprises Plc,OGN,TRS,,Re-issue of Treasury Shares,7024R,17751002,382.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/origin-enterprises-cdi---ogn/re-issue-of-treasury-shares/9734431
2026-08-21 11:15:53,2026-08-21T10:15:53.000,iShares Physical Metals Plc,,PFT,,Final Terms,7028R,17750999,,,,,,,
2026-08-21 11:15:10,2026-08-21T10:15:10.000,iShares Physical Metals Plc,,PFT,,Final Terms,7023R,17750997,,,,,,,
2026-08-21 11:13:04,2026-08-21T10:13:04.000,Xtrackers ETC PLC,XGDU,PFT,,Final Terms,7017R,17750989,70.61,1.531,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/xtrackers-etc-public-limited-company--xgdu/final-terms/9734418
2026-08-21 11:12:47,2026-08-21T10:12:47.000,Xtrackers ETC PLC,XGDU,PFT,,Final Terms,7016R,17750988,70.61,1.531,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/xtrackers-etc-public-limited-company--xgdu/final-terms/9734418
2026-08-21 11:11:29,2026-08-21T10:11:29.000,Xtrackers ETC PLC,XGDU,PFT,,Final Terms,7013R,17750985,70.61,1.531,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/xtrackers-etc-public-limited-company--xgdu/final-terms/9734418
2026-08-21 11:09:04,2026-08-21T10:09:04.000,Xtrackers ETC PLC,XGDU,PFT,,Final Terms,7010R,17750983,70.61,1.531,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/xtrackers-etc-public-limited-company--xgdu/final-terms/9734412
2026-08-21 11:07:37,2026-08-21T10:07:37.000,ActiveOps PLC,AOM,NOA,Notice of AGM,Posting of Annual Report and Notice of AGM,7007R,17750980,202.5,0.746,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/activeops--aom/posting-of-annual-report-and-notice-of-agm/9734409
2026-08-21 11:00:18,2026-08-21T10:00:18.000,"
Borussia Dortmund GmbH & Co. KGaA",,NRA,,Preliminary figures for FY25/26,6993R,17750968,,,,,,,
2026-08-21 11:00:14,2026-08-21T10:00:14.000,Gamma Communications PLC,GAMA,RSP,,Response to press speculation,6995R,17750967,1047,7.994,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/gamma-communications--gama/response-to-press-speculation/9734396
2026-08-21 11:00:00,2026-08-21T10:00:00.000,ConvaTec Group PLC,CTEC,TRS,,Percentage of shares held in treasury,6846R,17750964,224.6,-0.443,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/convatec-group--ctec/percentage-of-shares-held-in-treasury/9734391
2026-08-21 10:59:06,2026-08-21T09:59:06.000,Hon Hai Precision Industry Co Ld,HHPD,STR,Strategy/company update,Subsidiary obtaining Shares,6996R,17750953,15.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hon-hai-precision-industry-co-ltd--hhpd/subsidiary-obtaining-shares/9734381
2026-08-21 10:58:00,2026-08-21T09:58:00.000,Artemis UK Future Leaders Plc,AFL,POS,Change of position,Transaction in Own Shares,60821-0552,17750949,393,-0.758,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/artemis-uk-future-leaders-plc--afl/transaction-in-own-shares/9734392
2026-08-21 10:49:50,2026-08-21T09:49:50.000,Boku Inc,BOKU,HOL,Holding(s) in company,Holding(s) in Company,6985R,17750925,113.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/boku-inc-di-reg-s-cat-3-144a--boku/holding-s-in-company/9734352
2026-08-21 10:45:37,2026-08-21T09:45:37.000,Staffline Group PLC,STAF,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,6979R,17750919,42,-1.639,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/staffline-group--staf/director-pdmr-shareholding/9734345
2026-08-21 10:45:01,2026-08-21T09:45:01.000,Vast Resources PLC,VAST,UPD,,Repayment of Debt,6945R,17750918,4.5,2.857,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/vast-resources--vast/repayment-of-debt/9734344
2026-08-21 10:32:00,2026-08-21T09:32:00.000,BH Macro Limited,BHMG,POS,Change of position,Transaction in Own Shares,60821-0540,17750867,425,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/bh-macro-ltd-gbp-shares--bhmg/transaction-in-own-shares/9734293
2026-08-21 10:30:04,2026-08-21T09:30:04.000,Ming Yang Smart Energy Group Ltd,MYSE,ACQ,Acquisition,Progress of Asset Acquisition ,6887R,17750859,11.7,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ming-yang-smart-energy-group-limited--myse/progress-of-asset-acquisition-/9734286
2026-08-21 10:30:00,2026-08-21T09:30:00.000,MITIE Group PLC,MTO,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,6842R,17750858,208,-0.192,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/mitie-group--mto/director-pdmr-shareholding/9734281
