time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-09-15 09:47:29,2026-09-15T08:47:29.000,Coro Energy PLC,CORO,HOL,Holding(s) in company,Holding(s) in Company,8237U,17787699,3.65,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/coro-energy--coro/holding-s-in-company/9772807
2026-09-15 09:45:36,2026-09-15T08:45:36.000,Imperial Brands PLC,IMB,POS,Change of position,Transaction in Own Shares,8235U,17787698,2545,-0.313,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/imperial-brands--imb/transaction-in-own-shares/9772806
2026-09-15 09:42:59,2026-09-15T08:42:59.000,Rabobank International London,,STA,,post-Stabilisation Notice,8234U,17787697,,,,,,,
2026-09-15 09:41:55,2026-09-15T08:41:55.000,Baillie Gifford European Growth Tst,BGEU,HOL,Holding(s) in company,Holding(s) in Company,8233U,17787696,121.5,0.413,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/baillie-gifford-european-growth-trust--bgeu/holding-s-in-company/9772803
2026-09-15 09:39:45,2026-09-15T08:39:45.000,Morgan Stanley Europe SE,DO72,STA,,Stabilisation Notice,8231U,17787679,,,,,,,
2026-09-15 09:33:50,2026-09-15T08:33:50.000,B90 Holdings PLC,B90,RAG,Regulatory application/grant,Result of AGM,8230U,17787614,4.95,7.609,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/b90-holdings-npv--b90/result-of-agm/9772721
2026-09-15 09:32:57,2026-09-15T08:32:57.000,Montanaro European Smaller C.TstPLC,MTE,NRA,,MESCT 20 years investing in Europe's hidden gems,8228U,17787613,171,-0.292,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/montanaro-european-smaller-companies-trust--mte/mesct-20-years-investing-in-europe-s-hidden-gems/9772718
2026-09-15 09:29:04,2026-09-15T08:29:04.000,Gore Street Energy Storage Fund PLC,GSF,HOL,Holding(s) in company,Holding(s) in Company,8226U,17787612,47.2,-0.736,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/gore-street-energy-storage-fund--gsf/holding-s-in-company/9772717
2026-09-15 09:25:46,2026-09-15T08:25:46.000,Peabody Trust.,,ACS,,Annual Financial Report,8218U,17787609,,,,,,,
2026-09-15 09:25:10,2026-09-15T08:25:10.000,Patria Private Equity Trust PLC,PPET,DIV,Dividend declaration,Dividend Declaration,8220U,17787607,600.0,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/patria-private-equity-trust--ppet/dividend-declaration/9772712
2026-09-15 09:25:00,2026-09-15T08:25:00.000,BH Macro Limited,BHMG,POS,Change of position,Transaction in Own Shares,60915-0543,17787608,423.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/bh-macro-ltd-gbp-shares--bhmg/transaction-in-own-shares/9772716
2026-09-15 09:24:24,2026-09-15T08:24:24.000,Proteome Sciences PLC,PRM,CNT,,Further GCLP Chemoproteomics contract secured,8217U,17787605,1.6,14.286,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/proteome-sciences--prm/further-gclp-chemoproteomics-contract-secured/9772710
2026-09-15 09:22:00,2026-09-15T08:22:00.000,Natixis Syndicate,,MSCL,,PRE-STABILISATION ANNOUNCEMENT,0915509464,17787603,,,,,,,
2026-09-15 09:18:57,2026-09-15T08:18:57.000,DP Aircraft I Limited,DPA,BOA,Board appointment/change,Board Changes,8186U,17787601,0.15,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/dp-aircraft-i-limited-pref--dpa/board-changes/9772702
2026-09-15 09:18:26,2026-09-15T08:18:26.000,HSBC Bank plc,48CF,STA,,Pre Stabilisation Notice,8215U,17787600,,,,,,,
2026-09-15 09:17:00,2026-09-15T08:17:00.000,Worldwide Healthcare Trust PLC,WWH,MSCL,,Monthly Fact Sheet as at 31 August 2026,60915-0386,17787599,375,-0.266,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/worldwide-healthcare-trust--wwh/monthly-fact-sheet-as-at-31-august-2026/9772704
2026-09-15 09:16:41,2026-09-15T08:16:41.000,IMI PLC,IMI,ADM,,Blocklisting Application,8212U,17787593,2956,-0.337,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/imi--imi/blocklisting-application/9772694
2026-09-15 09:15:42,2026-09-15T08:15:42.000,Impax Environmental Markets PLC,IEM,HOL,Holding(s) in company,Holding(s) in Company,8208U,17787591,429.5,-0.116,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/impax-environmental-markets--iem/holding-s-in-company/9772692
2026-09-15 09:14:55,2026-09-15T08:14:55.000,South32 Limited,S32,UPD,,Business Update,8203U,17787587,253.8,-0.471,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/south32-limited-di---s32/business-update/9772689
2026-09-15 09:09:19,2026-09-15T08:09:19.000,PayPoint PLC,PAY,POS,Change of position,Transaction in Own Shares,8198U,17787581,606,-0.411,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/paypoint--pay/transaction-in-own-shares/9772683
2026-09-15 09:07:43,2026-09-15T08:07:43.000,Rio Tinto PLC,RIO,DIV,Dividend declaration,Notice of dividend currency exchange rates,8193U,17787577,7092,-1.596,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/rio-tinto--rio/notice-of-dividend-currency-exchange-rates/9772676
2026-09-15 09:00:41,2026-09-15T08:00:41.000,National Investment Fund Uzbekistan,UZNF,MSC,Miscellaneous,Notice of Investor Day,8187U,17787567,35.5,0.0,,,,,
2026-09-15 09:00:00,2026-09-15T08:00:00.000,GCP Infrastructure Investments Ltd,GCP,POS,Change of position,Transaction in Own Shares,7050U,17787564,83.8,-0.238,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/gcp-infrastructure-investments-ltd--gcp/transaction-in-own-shares/9772664
2026-09-15 08:51:05,2026-09-15T07:51:05.000,Reabold Resources PLC,RBD,OUP,Offer update,Day 42 Acceptance Level Update,8096U,17787558,64.5,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/reabold-resources--rbd/day-42-acceptance-level-update/9772657
2026-09-15 08:44:02,2026-09-15T07:44:02.000,Deutsche Bank AG London,,STA,,Pre Stabilisation Notice - AIG EUR 5yr & 10yr,8093U,17787549,,,,,,,
2026-09-15 08:31:28,2026-09-15T07:31:28.000,ING Bank N.V. London Branch,,STA,,Pré - Stabilisation Notice ASN Bank N.V.,8066U,17787524,,,,,,,
2026-09-15 08:20:28,2026-09-15T07:20:28.000,Costain Group PLC,COST,HOL,Holding(s) in company,Holding(s) in Company,8063U,17787446,225,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/costain-group--cost/holding-s-in-company/9772540
2026-09-15 08:19:07,2026-09-15T07:19:07.000,Glenveagh Properties plc,GLV,POS,Change of position,Transaction in Own Shares,8062U,17787445,2.34,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/glenveagh-properties-cdi---glv/transaction-in-own-shares/9772539
2026-09-15 08:00:00,2026-09-15T07:00:00.000,National Bank of Canada,PI43,PFT,,Publication of Final Terms,6976U,17787333,,,,,,,
2026-09-15 07:53:00,2026-09-15T06:53:00.000,Zenith Energy Ltd,ZEN,MSC,Miscellaneous,Update on ICC-2 Arbitration,7988U,17787328,4.15,-4.598,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/zenith-energy-ltd-com-shs-npv-di---zen/update-on-icc-2-arbitration/9772416
2026-09-15 07:36:04,2026-09-15T06:36:04.000,Orosur Mining Inc.,OMI,MSCL,,Orosur Mining Announces Discovery at El Cedro,2399174_en,17787317,14.15,9.182,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/eqs/orosur-mining-inc--omi/orosur-mining-announces-discovery-at-el-cedro/9772403
2026-09-15 07:30:01,2026-09-15T06:30:01.000,Pollen Street Group Limited,POLN,DIV,Dividend declaration,Interim Dividend Declaration,7124U,17787315,783,-5.32,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/pollen-street--poln/interim-dividend-declaration/9772398
2026-09-15 07:30:01,2026-09-15T06:30:01.000,NCC Group PLC,NCC,POS,Change of position,Transaction in Own Shares,7065U,17787316,129.8,-0.916,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ncc-group--ncc/transaction-in-own-shares/9772396
2026-09-15 07:28:27,2026-09-15T06:28:27.000,Narf Industries PLC,NARF,MSC,Miscellaneous,Change of venue AGM,7976U,17787312,0.4,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/narf-industries--narf/change-of-venue-agm/9772394
2026-09-15 07:16:17,2026-09-15T06:16:17.000,Greatland Resources Limited,GGP,HOL,Holding(s) in company,TR-1: Major Holdings Notification Form,7974U,17787302,554.5,-1.51,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/greatland-gold--ggp/tr-1-major-holdings-notification-form/9772370
2026-09-15 07:02:01,2026-09-15T06:02:01.000,Immupharma PLC,IMM,NRA,,New peer-reviewed publication,7136U,17786754,3.1,-11.429,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/immupharma--imm/new-peer-reviewed-publication/9771803
2026-09-15 07:01:01,2026-09-15T06:01:01.000,hVIVO plc,HVO,IR,Interim results,Interim Results ,7133U,17786693,6.15,-3.906,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hvivo--hvo/interim-results-/9771744
2026-09-15 07:01:01,2026-09-15T06:01:01.000,Kistos Holdings PLC,KIST,IR,Interim results,Interim Results,7163U,17786694,332.5,1.064,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/kistos-holdings--kist/interim-results/9771745
2026-09-15 07:01:01,2026-09-15T06:01:01.000,B.P. Marsh & Partners PLC,BPM,POS,Change of position,"Transaction in Own Shares, Director Dealings & TVR",7189U,17786695,665,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/b-p-marsh-partners--bpm/transaction-in-own-shares-director-dealings-tvr/9771746
2026-09-15 07:01:01,2026-09-15T06:01:01.000,Immupharma PLC,IMM,MSC,Miscellaneous,P140 International Patent Filing Update,7135U,17786696,3.1,-11.429,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/immupharma--imm/p140-international-patent-filing-update/9771747
