time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-08-28 17:15:26,2026-08-28T16:15:26.000,Schroder BSC Social Impact Trust,SBSI,TVR,Total voting rights,Total Voting Rights,6959S,17762578,78,0.0,,,,,
2026-08-28 17:15:00,2026-08-28T16:15:00.000,Derwent London PLC,DLN,TVR,Total voting rights,Total Voting Rights,6948S,17762577,2048,-0.0975609756097561,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/derwent-london--dln/total-voting-rights/9746515
2026-08-28 17:13:36,2026-08-28T16:13:36.000,AVI Global Trust PLC,AGT,POS,Change of position,Transaction in Own Shares,6949S,17762575,265.5,0.5681818181818182,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/avi-global-trust--agt/transaction-in-own-shares/9746513
2026-08-28 17:13:22,2026-08-28T16:13:22.000,Dunedin Income Growth Inv Tst PLC,DIG,POS,Change of position,Transaction in Own Shares,6945S,17762574,319,0.6309148264984227,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/dunedin-income-growth-inv-trust--dig/transaction-in-own-shares/9746512
2026-08-28 17:11:42,2026-08-28T16:11:42.000,Rights and Issues Inv. Trust PLC,RIII,POS,Change of position,Transaction in Own Shares,6946S,17762573,2480.0,0.8130081300813008,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/rights-issues-investment-trust--riii/transaction-in-own-shares/9746511
2026-08-28 17:11:26,2026-08-28T16:11:26.000,Montanaro European Smaller C.TstPLC,MTE,POS,Change of position,Transaction in Own Shares,6909S,17762572,181,1.11731843575419,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/montanaro-european-smaller-companies-trust--mte/transaction-in-own-shares/9746510
2026-08-28 17:10:23,2026-08-28T16:10:23.000,F&C Investment Trust PLC,FCIT,POS,Change of position,Transaction in Own Shares,6942S,17762571,345.2,0.641399416909621,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/f-c-investment-trust--fcit/transaction-in-own-shares/9744200
2026-08-28 17:09:25,2026-08-28T16:09:25.000,Aberdeen UK Smaller Cos. Grwth Trst,AUSC,POS,Change of position,Transaction in Own Shares,6939S,17762570,533,0.7561436672967864,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/abrdn-uk-smaller-companies-growth-trust--ausc/transaction-in-own-shares/9746508
2026-08-28 17:07:38,2026-08-28T16:07:38.000,Henderson Far East Income Limited,HFEL,IOE,Issue of equity,Issue of Equity,6935S,17762569,264.5,1.340996168582375,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/henderson-far-east-income-ltd---hfel/issue-of-equity/9746507
2026-08-28 17:06:21,2026-08-28T16:06:21.000,Alliance Witan PLC,ALW,POS,Change of position,Transaction in Own Shares,6925S,17762568,1379,0.4369992716678806,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/alliance-witan--alw/transaction-in-own-shares/9746506
