time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-08-06 13:24:42,2026-08-06T12:24:42.000,Metir PLC,MET,RAG,Regulatory application/grant,Result of Annual General Meeting,6405P,17726712,0.7,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/metir-plc--met/result-of-annual-general-meeting/9709111
2026-08-06 13:22:09,2026-08-06T12:22:09.000,Forgent PLC,FORG,RAG,Regulatory application/grant,Result of Annual General Meeting,6403P,17726710,0.012,9.091,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/forgent-plc--forg/result-of-annual-general-meeting/9709109
2026-08-06 13:21:00,2026-08-06T12:21:00.000,Aberforth Geared Value & Income Trust Plc,AGVI,ACS,,Annual Financial Report,60806-5060,17726711,89.5,-3.4,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/prn/aberforth-geared-value-income-trust--agvi/annual-financial-report/9709110
2026-08-06 13:15:00,2026-08-06T12:15:00.000,Likewise Group PLC,LIKE,TVR,Total voting rights,Admission and Total Voting Rights,6395P,17726706,29.25,-0.847,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/likewise-group--like/admission-and-total-voting-rights/9709103
2026-08-06 13:00:21,2026-08-06T12:00:21.000,Scancell Holdings Plc,SCLP,HOL,Holding(s) in company,Holding(s) in Company,6390P,17726694,9.65,-0.924,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/scancell-holdings--sclp/holding-s-in-company/9709085
2026-08-06 13:00:00,2026-08-06T12:00:00.000,Burford Capital Limited,BUR,IR,Interim results,2Q26 and YTD26 Financial Results,6020P,17726690,314,-1.134,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/burford-capital-npv-di---bur/2q26-and-ytd26-financial-results/9709078
2026-08-06 13:00:00,2026-08-06T12:00:00.000,Glencore PLC,GLEN,MSC,Miscellaneous,Additional Distribution Timetable ,6219P,17726691,563.7,-1.675,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/glencore--glen/additional-distribution-timetable-/9709081
2026-08-06 13:00:00,2026-08-06T12:00:00.000,Hammerson PLC,HMSO,HOL,Holding(s) in company,Holding(s) in Company,6291P,17726692,379.4,0.264,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/hammerson--hmso/holding-s-in-company/9709080
2026-08-06 13:00:00,2026-08-06T12:00:00.000,JPMorgan ETFs (Ireland) ICAV,,DIV,Dividend declaration,Dividend Declaration,6238P,17726693,,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/jpmorgan-etfs-ireland-icav--bbil/dividend-declaration/9709079
2026-08-06 12:53:32,2026-08-06T11:53:32.000,Sabre Insurance Group PLC,SBRE,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,6388P,17726675,173.6,-0.459,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/sabre-insurance-group--sbre/director-pdmr-shareholding/9709061
2026-08-06 12:15:49,2026-08-06T11:15:49.000,RELX PLC,REL,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,6356P,17726624,2617,-3.61,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/relx-plc--rel/director-pdmr-shareholding/9709009
2026-08-06 12:04:05,2026-08-06T11:04:05.000,Halfords Group PLC,HFD,HOL,Holding(s) in company,Halfords Group PLC: Holding in Company,2378698_en,17726600,244,-0.408,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/eqs/halfords-group--hfd/halfords-group-plc-holding-in-company/9708995
2026-08-06 12:00:21,2026-08-06T11:00:21.000,iShares Physical Metals Plc,,PFT,,Publication of Final Terms,6298P,17726590,,,,,,,
2026-08-06 12:00:09,2026-08-06T11:00:09.000,iShares Physical Metals Plc,,PFT,,Publication of Final Terms,6295P,17726589,,,,,,,
