time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-08-26 10:38:23,2026-08-26T09:38:23.000,CAP-XX Limited,CPX,ROM,Result of meeting,Result of General Meeting,2493S,17757449,0.1475,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/cap-xx-limited--cpx/result-of-general-meeting/9741163
2026-08-26 10:30:25,2026-08-26T09:30:25.000,CK Infrastructure Holdings Limited,CKI,IR,Interim results,2026 Interim Report,2464S,17757428,618,-0.323,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ck-infrastructure-holdings-limited-cdi---cki/2026-interim-report/9741142
2026-08-26 10:17:43,2026-08-26T09:17:43.000,Ming Yang Smart Energy Group Ltd,MYSE,MSC,Miscellaneous,Issuance of 2026 Green Sci-Tech Bonds (Tranche 3),2457S,17757413,11.7,,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ming-yang-smart-energy-group-limited--myse/issuance-of-2026-green-sci-tech-bonds-tranche-3-/9741125
2026-08-26 10:16:26,2026-08-26T09:16:26.000,Bank of Nova Scotia,0UKI,PSP,,Publication of a Supplementary Prospectus,2456S,17757411,,,,,,,
2026-08-26 10:10:12,2026-08-26T09:10:12.000,Unite Group PLC (The),UTG,DOC,,EMTN Programme-Supplementary Admission Particulars,2448S,17757337,526.5,-0.378,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/unite-group--utg/emtn-programme-supplementary-admission-particulars/9741048
2026-08-26 10:06:48,2026-08-26T09:06:48.000,United Utilities Group PLC,UU.,PFT,,Publication of Final Terms,2371S,17757332,1440.0,0.279,,,,,
2026-08-26 10:00:01,2026-08-26T09:00:01.000,Costain Group PLC,COST,POS,Change of position,Transaction in Own Shares,2240S,17757248,234,1.299,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/costain-group--cost/transaction-in-own-shares/9740956
2026-08-26 10:00:01,2026-08-26T09:00:01.000,Ceres Power Holdings plc,CWR,NRA,,Ceres spins out RFC Power,2367S,17757253,410.0,-0.243,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/ceres-power-holdings--cwr/ceres-spins-out-rfc-power/9740961
2026-08-26 10:00:01,2026-08-26T09:00:01.000,BioPharma Credit PLC,BPCR,NOR,Notice of results,Notice of Half Year Results,2370S,17757252,0.984,0.408,,,,,
2026-08-26 10:00:01,2026-08-26T09:00:01.000,Physiomics PLC,PYC,HOL,Holding(s) in company,Holding(s) in Company,2366S,17757251,0.515,0.0,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/physiomics--pyc/holding-s-in-company/9740959
2026-08-26 10:00:00,2026-08-26T09:00:00.000,easyJet,EZJ,HOL,Holding(s) in company,Holding(s) in Company,06d8282043,17757255,677,0.148,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/mfn/easyjet--ezj/holding-s-in-company/9740965
2026-08-26 09:58:06,2026-08-26T08:58:06.000,Foxtons Group PLC,FOXT,HOL,Holding(s) in company,Holding(s) in Company,2372S,17757242,39,0.645,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/foxtons-group--foxt/holding-s-in-company/9740952
2026-08-26 09:48:27,2026-08-26T08:48:27.000,Gym Group PLC (The),GYM,HOL,Holding(s) in company,Holding(s) in Company,2363S,17757234,202,1,,[summary failed: HTTP Error 400: Bad Request],,neutral,https://www.investegate.co.uk/announcement/rns/the-gym-group--gym/holding-s-in-company/9740944
