time_uk,datetime_utc,company,ticker,category_code,category,headline,rns_number,news_id,last_price,pct_change,brief,summary,retail_take,sentiment,source_url
2026-07-20 07:00:08,2026-07-20T06:00:08.000,Sulnox Group PLC,,NRA,,Sulnox Recognised in Superyacht UK Awards,8842M,17694744,,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,South32 Limited,S32,UPD,,Quarterly Report: June 2026 ,9794M,17694705,204,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,LSL Property Services PLC,LSL,POS,Change of position,Transaction in own Shares and Total Voting Rights ,9802M,17694706,228,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,"Prologis, Inc.",0KOD,STR,Strategy/company update,Statement re Possible Combination,9796M,17694707,,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Concurrent Technologies PLC,CNC,BOA,Board appointment/change,Appointment of Chief Financial Officer,8670M,17694708,251,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,SAGA PLC,SAGA,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,8968M,17694710,660.0,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Intercede Group PLC,IGP,DSH,Director/PDMR shareholding,"Exercise of Options, PDMR Shareholding & TVR",8990M,17694711,111.5,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Accesso Technology Group PLC,ACSO,BOA,Board appointment/change,Appointment of Non-Executive Director,9416M,17694717,319,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Autotrader Group PLC,AUTO,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,9036M,17694718,498.3,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Telecom Plus PLC,TEP,DSH,Director/PDMR shareholding,Director/PDMR Shareholding,9043M,17694719,880.0,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Mony Group PLC,MONY,BOA,Board appointment/change,Directorate Changes,9769M,17694720,202,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,DP Poland PLC,DPP,BOA,Board appointment/change,CEO Succession,9773M,17694721,7.25,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Technology Minerals PLC,TM1,ADM,,Admission and Commencement of Dealings,9777M,17694722,0.0475,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Steppe Cement Limited,STCM,DSH,Director/PDMR shareholding,Director's Dealing ,9783M,17694723,22,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Sareum Holdings PLC,SAR,MSC,Miscellaneous,Completion of Dosing in Toxicology Programme ,8860M,17694724,24,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Inspiration Healthcare Group PLC,IHC,MSC,Miscellaneous,Withdrawal of AGM Resolutions 10 and 11,8892M,17694725,17.5,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Ultimate Products PLC,ULTP,MSC,Miscellaneous,EBT Share Purchase,8912M,17694726,50.2,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Kazera Global PLC,KZG,MSC,Miscellaneous,"US$750,000 Strategic Partnership Payment Received",8934M,17694727,1.45,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Helix Exploration PLC,HEX,UPD,,Helium Sales Completed,9791M,17694703,24,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Alternative Income REIT PLC,AIRE,OUP,Offer update,Statement regarding possible offer from AEW,9793M,17694704,70.2,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Helical PLC,HLCL,MSC,Miscellaneous,Return of Capital Update,8959M,17694728,188.6,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Sealand Capital Galaxy Limited,SCGL,NRA,,SEALAND SECURES COMPUTING ADVISORY MANDATE,8940M,17694747,0.245,,,,,,
2026-07-20 07:00:07,2026-07-20T06:00:07.000,Frasers Group PLC,FRAS,APP,,Appointment of joint corporate broker ,8982M,17694729,730.0,,,,,,
